entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,auth_success,session_duration,command_sequence,device_fingerprint,label,session_id,prev_timestamp,prev_geo,minutes_since_last,hour_dev,duration_z,command_dev,is_new_geo,is_new_ip,is_new_resource,is_new_device_fp,rapid_geo_change,auth_failed,is_cold_start,risk_score,predicted_anomaly,predicted_attack_type,explanation
edge_device_0009,edge_device,2026-01-02 09:30:00,208.73.55.106,Jonesfurt,/already/sell/decide.mp3,password,True,449.0726136849952,5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000116,,,999999.0,2.8571428571428577,1.732918017057785,1.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14564534496109446,0,normal,
edge_device_0009,edge_device,2026-01-07 13:13:00,208.73.55.106,Jonesfurt,/administration/live/establish.jpeg,password,True,277.52345981073165,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000589,2026-01-02 09:30:00,Jonesfurt,7423.0,1.1428571428571423,0.15397183568626077,0.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12835609206438886,0,normal,
edge_device_0009,edge_device,2026-01-08 12:33:00,208.73.55.106,Jonesfurt,/management/put/she.tiff,password,True,269.47752956453326,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000691,2026-01-07 13:13:00,Jonesfurt,1400.0,0.14285714285714235,0.2424699937626661,1.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1435913753742306,0,normal,
edge_device_0009,edge_device,2026-01-08 13:07:00,208.73.55.106,Jonesfurt,/management/put/she.tiff,password,True,336.6457166297972,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000696,2026-01-08 12:33:00,Jonesfurt,34.0,1.1428571428571423,0.4963210042597048,0.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10244982316924976,0,normal,
edge_device_0009,edge_device,2026-01-08 13:46:00,208.73.55.106,Jonesfurt,/administration/live/establish.jpeg,password,True,79.68395391741382,5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000701,2026-01-08 13:07:00,Jonesfurt,39.0,1.1428571428571423,2.330032444038823,1.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420037502761449,0,normal,
edge_device_0009,edge_device,2026-01-08 15:56:00,208.73.55.106,Jonesfurt,/already/sell/decide.mp3,password,True,325.921801834326,3,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000723,2026-01-08 13:46:00,Jonesfurt,130.0,3.1428571428571423,0.3783673708416266,0.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09808488953435093,0,normal,
edge_device_0009,edge_device,2026-01-10 08:39:00,208.73.55.106,Jonesfurt,/already/sell/decide.mp3,password,True,217.0962541646792,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000851,2026-01-08 15:56:00,Jonesfurt,2443.0,3.8571428571428577,0.818617965312667,0.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07559206043910646,0,normal,
edge_device_0009,edge_device,2026-01-10 12:35:00,208.73.55.106,Jonesfurt,/already/sell/decide.mp3,password,True,294.71400457087,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000884,2026-01-10 08:39:00,Jonesfurt,236.0,0.14285714285714235,0.03510904135975302,1.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1968058203687503,0,normal,
edge_device_0009,edge_device,2026-01-10 16:01:00,208.73.55.106,Jonesfurt,/management/put/she.tiff,password,True,299.08810033557967,5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000914,2026-01-10 12:35:00,Jonesfurt,206.0,4.142857142857142,0.08322024871324868,1.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11051235665021332,0,normal,
edge_device_0009,edge_device,2026-01-11 12:51:00,208.73.55.106,Jonesfurt,/administration/live/establish.jpeg,password,True,223.7758537870418,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_000974,2026-01-10 16:01:00,Jonesfurt,1250.0,0.14285714285714235,0.7451482427102065,0.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19539244735043382,0,normal,
edge_device_0009,edge_device,2026-01-12 15:01:00,208.73.55.106,Jonesfurt,/administration/live/establish.jpeg,password,True,445.56186900811167,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_001070,2026-01-11 12:51:00,Jonesfurt,1570.0,3.1428571428571423,1.694302912542364,1.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13874441082273237,0,normal,
edge_device_0009,edge_device,2026-01-16 09:10:00,208.73.55.106,Jonesfurt,/already/sell/decide.mp3,password,True,479.92715750189996,5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_001389,2026-01-12 15:01:00,Jonesfurt,5409.0,2.8571428571428577,2.0722908692365585,1.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22714700959561693,0,normal,
edge_device_0009,edge_device,2026-01-17 12:19:00,208.73.55.106,Jonesfurt,/already/sell/decide.mp3,password,True,309.4179441680409,5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_001525,2026-01-16 09:10:00,Jonesfurt,1629.0,0.14285714285714235,0.19683944803723846,1.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1606314618455276,0,normal,
edge_device_0009,edge_device,2026-01-21 08:40:00,208.73.55.106,Jonesfurt,/couple/bring/outside.bmp,password,True,329.1449923211806,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.2e6661.0 Mobile/98I044 Safari/533.0",normal,sess_001862,2026-01-17 12:19:00,Jonesfurt,5541.0,3.8571428571428577,0.41381963210760014,2.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21681905402609578,0,normal,
